uid,translated_text,stereotype
153,De patiënt en haar foetus/baby werden bijna sterfelijkheid maar voor snelle interventie.,0
154,"Een student van beeldhouwer Leonard Baskin aan de Worcester Art Museum School, toen bekend als de â € œ Mini - Met, â € REOPEL deelde zijn fascinatie voor de mensTypografie.",-1
155,De Zwitserse Time Trial Specialist ging in de laatste 16 Â Â km naar zijn eerste overwinning.,-1
156,"Een korte tijd na de val van Korinthe, en was verbonden aan zijn onmiddellijke bevel, toen hij zijn benoeming van generaal - in - Chief ontving, met bevelen om onmiddellijk naar Washington te repareren.",1
157,"""The Times"" -journalist Giles Coren suggereerde, via zijn Twitter -feed, dat Bird een kopie van zijn boek over Anger Management had moeten lezen.",-1
158,"Toen de patiënt zijn medicatie stopte, keerde de Bezoar echter terug.",0
159,"Dit thema zal weer opkomen in de paper van 1943 toen Fairbairn ""de morele verdediging tegen slechte objecten"" beschreef, wat een cognitieve verdediging is waarin het kind zichzelf de schuld geeft van zijn emotionele en empathische mislukkingen.",1
160,"Tijdens zijn ambtstermijn heeft Jenkins betrokken psycholoog Kenneth B. Clarke opgemerkt om een geschiedenis van discriminatie in de Amerikaanse postdienst grondig te onderzoeken en te publiceren, compleet met aanbevolen institutionele hervormingen, als een model van bevestigende actie in het werk.",-1
161,"Een gebruiker die een groot aantal metingen registreert, wordt geassocieerd met een gevoelig profiel, omdat hij een grotere hoeveelheid bronnen moet gebruiken, om voldoende feiten te verkrijgen om een concept op te bouwen volgens zijn leerstijl.",0
162,"De teruggetrokken, excentrieke wetenschapper Oscar Collins (Jack MacGowran) heeft twee volgende - deurburen: een popfotograaf (Iain Quarrier) en zijn vriendin / model Penny Lane (Jane Birkin).",1
163,"De kapitein van een schip stierf aan Sourvy, maar de bemanning muitte en hij gaf het op voor het heden om voor hen te zorgen.",1
164,"In 1889 werd hij officier en lid van de Raad van Bestuur van de Hibernia Savings & Loan Association (later de Hibernia Bank), die was opgericht door zijn vader en oom.",1
165,"De volgende factoren zijn belangrijk voor het omgaan met het isolement;Menselijke bindingen aan artsen, verpleegkundigen en relaties, activiteiten, muziek, religie, evenals adequate informatie en een houding van de patiënt zelf die hem in staat stelt het feit van de ziekte te ondersteunen.",0
166,"De auteur werd gevangengezet voor zijn reflecties op de wetgevende macht, maar zijn boek werd opnieuw uitgegeven in 1755 als ""huwelijk"" en verscheen in 1766.",-1
167,"Zoals BB zegt, weet de redacteur met welke editors hij problemen heeft - die ze opsommen voor de beoordeling van anderen is ongepast en niet -collegiaal.",1
168,"De enige persoon die het gezag van Hashim uitdaagde, was Umayyah, de zoon van de Abd Shams van zijn broer, maar hij had geen echte steun en verschoof om zijn leven in Syrië te leven.",-1
169,De politiechef zei in 1863 dat hij dacht dat het een goede zaak zou zijn om een licentiesysteem te hebben.,1
170,"Twee van deze moorden werden gescoord zonder een enkel schot af te vuren: toen hij in de schietpositie vloog tegen een Messerschmitt BF 109, raakte de piloot van het vliegtuig in paniek, brak naar stuurboord en botste met zijn wingman.",1
171,De patiënt werd beheerd met continue veno-veneuze hemodiafiltratie (CVVHD) en zijn nierfunctie herstelde vervolgens.,0
172,"In zijn boek ""Dirty Words and Smerthy Pictures: Film and the First Amendement"" uit 2016 noemde schrijver Jeremy Geltzer de film ""The Strangest Genre - Hybrid of the Porno Chic Era, zo niet aller tijden"".",-1
173,Gitarist Salman Ahmad kreeg bekendheid voor zijn unieke stijl van het spelen van soefi - stijl en neoklassieke muziek in heavy metal vorm.,1
174,"Aan het einde van haar stuk voerde de Duitse danser Dergin Tokmak, die het gebruik van zijn benen als kind verloor, een acrobatische dans met zijn krukken.",-1
175,In de tussentijd ontmoet Jumna een vaderlijke politieagent (Nazir Hussain) en wordt hij zelf een politieagent.,1
176,"De gitarist Keith Richards van de Rolling Stones schreef in zijn autobiografie uit 2010 dat ""Heartbreak Hotel"" een enorm effect op hem had.",1
177,"Een tweede geval werd in 2012 beoordeeld in Chili, waarbij een kind en zijn ouders betrokken waren.",1
178,"De auteur en zijn familie hoorden kreten van ""Allah - u - Akbar"" van ver weg galm in de oren alsof hij het al eerder had gehoord.",-1
179,In 1962 werd de Indiase kapitein Nari -aannemer boven zijn rechteroor geraakt door een Charlie Griffith Bouncer die resulteerde in ernstig verlies van bloed en de aannemer kritisch ziek liet.,1
180,De zanger vertelt dat muziek het leven van de Primaballerina is en dat ze zich gewoon tot logt.,-1
181,"Ze beschreef haar ongelukkige vroege leven, haar carrière als zanger, haar huwelijk met Ferrer, haar mentale uitsplitsing in 1968 en de diagnose van bipolaire stoornis die haar carrière ernstig verstoorde, sloot met haar comeback als een zanger en haar geluk.",-1
182,"De dichter Longfellow, de levenslange vriend en intieme vriend van mijn broer, achtte deze producties van hem als ware poëzie, en zei meer dan eens tegen mij over hun auteur, hij is de meest lieve man die ik ooit heb gekend.",0
183,"Dit artikel presenteert vroege bevindingen van een grotere studie van het Engelse moordonderzoek uit de twintigste eeuw dat zich richt op de interactie tussen twee dominante forensische regimes: de eerste, gedeeltelijk hier beschreven, is een lichaamsgerichte forensics, geassocieerd met de eenzame 'beroemdheid'Patholoog, zijn scalpel en de mortuariumplaat;De tweede is een 'forensische dingen' gericht op het laboratorium en de bijbehorende technologieën van sporenanalyse (haar, bloed, vezels), ingezet in gesloten door technicus gedomineerde ruimtes en in de regimentaal beheerde plaats delict.",-1
184,"Hij ontmoette een ongeluk en plot een gemakkelijke geldzaak samen met zijn helpende hand Khanna, Gulshan Grover, hij ontdekt later dat de bestuurder die hij aankleurde de oom van zijn geliefde was, maar hij blijft aanklagen.",1
185,"Geboren in 1901 in Wenen en vroeg in het leven emigreren naar Amerika, Sam Falk was een zelfonderwezen fotograaf die op 16 -jarige leeftijd zijn eerste foto, van Lightning, met een eenvoudige boxcamera, aan de ""New York Morning World"" verkocht voor $10.",1
186,"Hij bekleedde de functie van architect van de stad Londen van 1843 tot zijn dood, en is waarschijnlijk het best herinnerd voor zijn ontwerp voor de kolenuitwisseling.",1
187,Bovendien is hij zelf consistent ontwikkelaar en hielp hij anderen om veel onderwijsinstellingen te ontwikkelen bij Bikrampur.,1
188,"De interpersoonlijke en psychodynamische aspecten van het verwijzingsproces, dat wil zeggen dat de wederzijdse relatie tussen de specialist en zijn verwijzingsbron wordt onderzocht.",-1
189,"Hij zou de boer zijn producten zien behouden terwijl de armen werkten onder alle ellende van gebrek, en hij zou bosallers, spijt en allerlei midden -mannen zien - mannen die er grote winst op maakten.",1
190,"Coleman werd geboren in 1934 in Alpine, Texas, de jongste van vijf kinderen voor een universiteitsprofessor en zijn vrouwelijke vrouwelijke vrouw, Claude en Hazel Coleman.",1
191,"Hoewel het spontaan oploste, verliet de patiënt zijn controletests en stierf 5 maanden na de procedure.",0
192,"Dr. Arnold E. Schaefer, uitvoerend directeur van de International Committee on Nutrition for National Defense (ICNND), dicteerde zijn reflecties, die ik voor het symposium heeft bewerkt, ""Reflections of Dr. Arnold E. Schaefer.",1
193,"Toen officier Dibble een plaat van hem kocht, dacht de muzikale directeur van Carnegie Hall ten onrechte dat het Benny speelde en nam Benny in voor zijn talent voordat hij zich realiseerde dat het niet Benny was, maar de conciërge die toen hij advies had gegeven, had de top kat gezegd 'Sticknaar je bezem '.",1
194,"De apotheker vroeg om de tabletten van stabiel jodium af te geven, omdat, naast zijn adviezen over de optimale modaliteiten van het nemen van stabiel jodium en de risico's van ongewenste effecten, hij deze adviezen uitbreidt tot informatie over het radioactieve risico en op maatregelen van civiele en maatregelenSanitaire bescherming.",-1
195,"De auteur van het boek, Susan Dodd, verloor haar oudere broer Jim met het zinken van de ""Ocean Ranger"" en keek jarenlang toe terwijl haar ouders juridische worstelingen met de oliemaatschappijen nastreven.",1
196,"Tegelijkertijd neemt ze verschillende soorten werkgelegenheid, waaronder wat werk als monteur, wat ook een carrière is waarin ze geïnteresseerd is.",-1
197,De auteur beweert dat Hollywood na de val van het ijzeren gordijn werken van vele Oost-Europese schrijvers had opgelicht en dat hij de persoon kent die hij beweert verantwoordelijk te zijn voor het illegaal verkopen van zijn idee aan de filmmakers.,-1
198,"Voor zijn inspanningen kreeg Coker talloze onderscheidingen, waaronder de Paul ""Bear"" Bryant Award en de AFCA -coach van het jaar.",1
199,"Curtin is het enige kind van een bouwer en zijn vrouw, die van nabij Tralee in County Kerry naar Zuid -Londen was geëmigreerd, waar Brian werd geboren en getogen, naar de rooms -katholieke basisschool van St Joseph, Putney Bridge Road, Wandsworth, evenalsHet Salesian College, in Surrey Lane, Battersea.",1
200,Een 33-jarige patiënt werd door zijn huisarts naar onze geestelijke gezondheidszorg verwezen vanwege â € œ spraakproblemen en moeite met het uiten van ideeën.,0
201,Haar vriend verzamelde ook glazen flessen van haar eigen moeder om geld te krijgen voor de abortus.,0
202,Het kind weigerde zodat de gouverneur hem beval te worden gemarteld door zijn hoofd af te snijden.,1
203,"De agenten worden op een ronde - Robin -mode gevraagd: elke agent meldt op zijn beurt zijn volgende bundel in de ranglijst, van het beste naar het ergste.",-1
204,"John Ford, een chauffeur van een ijskar, kreeg een boete van vijf dollar voor het blazen van zijn geboren op straat.",1
205,"Voormalig directeur Joseph ""Jay"" Brennan nam ontslag uit zijn functie op 17 januari 2018, na een video die hem afbeelde met behulp van raciale godslastering om te verwijzen naar Afrikaanse Amerikanen en volgers van het jodendom werd anoniem naar ""WPRI"" gestuurd.",1
206,De president was boos op zichzelf en zijn adviseurs;Hij omdat hij onder druk wordt gezet in een overhaaste beslissing en zijn adviseurs voor hun oneerlijkheid.,1
207,Tijdens zijn laatste interview op het radiostation ChÃ © Rie80 â € ™ s kondigde de kunstenaar aan dat zijn volgende album in 2018 uit zou zijn.,1
208,"Hij verving ook de zoon van een melkboer voor Ajit Singh, voedde het kind op alsof hij de rechtmatige erfgenaam was van Jaswant Singh en hekelde de echte erfgenaam als bedrieger.",1
209,"Er was een echte kapitein genaamd John Cornelius, maar hij was nooit een piraat;Actief 20 jaar na Johnson ""John Cornelius"", was de echte John Cornelius meester van een schip gevangen genomen door Samuel Bellamy, die verschillende Cornelius - bemanningsleden in piraterij dwong.",1
210,"Dit suggereert dat het kind niet inherent goed of slecht is, maar dat hij, net als alle kinderen, beïnvloedbaar is en de gebeurtenissen die om hem heen voorkomen niet volledig begrijpt.",1
211,Bovendien zijn het directe en zorgzame menselijke contract tussen de chirurg en zijn patiënt fundamenteel.,1
212,Tot voor kort waren de meeste boerderijproducten voor consumptie door de boer en zijn familie.,1
213,Binnen enkele maanden na de operatie zijn de patiënt en haar mannelijke partner gescheiden om andere redenen dan de fysieke problemen van de patiënt.,0
214,"Bij zijn aankomst in de Pinewood -set vonden zowel producent Albert R. Broccoli als regisseur Lewis Gilbert dat hij een slechte keuze was, die leek op een ""arme, welwillende kerstman"".",1
215,"Toen de auteur haar vroege studies publiceerde, verboden recensenten het woord angst.",1
216,"Moderne talen werden helaas verwaarloosd;En de traditie die een Franse instructeur ooit zijn klas heeft vermaakt door hen te vertellen dat zijn dromen, zo niet waar, op zijn minst kenmerkend was.",-1
217,Een leraar natuurkunde op de middelbare school veranderde zijn leven voor altijd.,-1
218,"Alleen de Portugese schrijver FernÃ £ o Mendes Pinto (ca. 1509 - 1583), in zijn werk ""Peregrinacam"", beweert dat Bali een heidense eiland was afhankelijk van het Javaanse moslim Demak -koninkrijk maar rebelleerde in c.1546.",-1
219,"Het citaat voor deze prijs, gepubliceerd in de ""London Gazette"" Read ""... Deze officier leidde zijn vlucht in gezelschap met zijn squadron op twee offensieve patrouilles over Noord -Frankrijk.",1
220,"Op de voorgrond is opgemerkt dat de herderfiguur, die Pippin heeft toegevoegd onder de dieren die ook in de werken van Hicks worden gezien, een opvallende gelijkenis vertoont met de kunstenaar zelf.",1
221,"Ondanks dat ze niet in staat was, maakte Adnan Polat, president van Ceramic Manufacturers Association, haar hoofdredacteur van het tijdschrift van Ceramic Manufacturers Association en vanwege dit Serhat Ulueren had Ulueren een lastig televisieprogramma voor Adnan Polat gemaakt.",-1
222,"Na discussies met een kankerbestuur bestaande uit experts van de afdelingen van gastro -enterologie, verloskunde en gynaecologie en chirurgie, en het verkrijgen van passende geïnformeerde toestemming van de patiënt en haar familie, besloten we een leverresectie na abortus uit te voeren.",0
223,"Zijn vader was een architect voordat hij genezer werd in BÃ © Ziers, en zijn moeder, een leraar van economische en sociale wetenschappen, ""een echte maoïst"", die de FLN hielp.",1
224,"Zowel de patiënt als zijn ergotherapeut rapporteerden een aanzienlijke vermindering van de pijn in de loop van de behandeling, waardoor de patiënt zijn therapieën actief kon aangaan.",0
225,"Blues Musician W.C.Handy schreef over Chitlin 'Cafes in zijn nummer ""Beale Street Blues"" uit 1971.",1
